ROC_AUC_mean,ROC_AUC_std,Accuracy_mean,Precision_mean,Recall_mean,F1_mean,MCC_mean
0.8542936830996531,0.036908328213276526,0.7888674388674388,0.8094557183840955,0.8491632745364089,0.8278158245744367,0.5584995467255395
