ROC_AUC_mean,ROC_AUC_std,Accuracy_mean,Precision_mean,Recall_mean,F1_mean,MCC_mean
0.7757558168752199,0.036208075242320954,0.7331805019305019,0.7513022435558003,0.828064224332881,0.7870641307007447,0.43726417915314286
